SERIALNO,OCCP,AGEP,SEX,RAC1P,HISP,SCHL,STATE,PUMA,ESR,WAGP,COW,WKHP
2022HU0078777,,59,2,1,1,19.0,21,1100,6.0,0.0,,
2022HU0078777,,64,1,1,1,16.0,21,1100,6.0,0.0,,
2022HU0078915,440.0,42,2,1,1,22.0,21,2400,6.0,0.0,1.0,
2022HU0078915,10.0,43,1,1,1,21.0,21,2400,1.0,424000.0,1.0,60.0
2022HU0078915,,4,1,1,1,2.0,21,2400,,,,
2022HU0078915,,2,1,1,1,,21,2400,,,,
2022HU0078915,,1,2,1,1,,21,2400,,,,
2022HU0078916,3160.0,34,1,1,1,24.0,21,1703,1.0,72000.0,2.0,40.0
2022HU0078916,3050.0,33,2,1,1,24.0,21,1703,1.0,120000.0,2.0,45.0
2022HU0079100,4220.0,71,1,1,1,16.0,21,1000,6.0,1300.0,1.0,70.0
2022HU0079100,,65,2,1,1,16.0,21,1000,6.0,0.0,,
2022HU0079100,,17,1,1,1,14.0,21,1000,6.0,0.0,,
2022HU0079134,7330.0,65,1,1,1,16.0,21,2700,1.0,49900.0,1.0,40.0
2022HU0079134,5120.0,66,2,1,1,16.0,21,2700,6.0,0.0,1.0,
2022HU0079134,,14,1,1,1,10.0,21,2700,,,,
2022HU0079134,,13,1,1,1,9.0,21,2700,,,,
2022HU0079139,9610.0,54,2,8,2,13.0,21,400,1.0,40000.0,1.0,40.0
2022HU0079139,7855.0,60,1,1,1,19.0,21,400,1.0,40000.0,1.0,40.0
2022HU0079139,,12,2,1,2,8.0,21,400,,,,
2022HU0079225,,71,1,1,1,16.0,21,200,6.0,0.0,,
2022HU0079225,10.0,68,2,1,1,16.0,21,200,1.0,424000.0,7.0,40.0
2022HU0079269,5610.0,41,1,1,1,20.0,21,2800,1.0,80000.0,1.0,45.0
2022HU0079269,3255.0,31,2,1,1,20.0,21,2800,1.0,55000.0,1.0,41.0
2022HU0079269,,10,1,1,1,8.0,21,2800,,,,
2022HU0079326,6230.0,63,1,1,1,21.0,21,1200,6.0,0.0,1.0,
2022HU0079326,3255.0,63,2,1,1,19.0,21,1200,1.0,77000.0,1.0,65.0
2022HU0079351,,93,2,1,1,16.0,21,2000,6.0,0.0,,
2022HU0079443,7750.0,46,1,1,1,17.0,21,1703,1.0,40000.0,1.0,40.0
2022HU0079474,2004.0,57,2,1,1,21.0,21,2300,1.0,18000.0,2.0,20.0
2022HU0079491,4710.0,66,1,1,1,17.0,21,1704,1.0,45000.0,1.0,40.0
2022HU0079491,4710.0,62,2,1,1,16.0,21,1704,1.0,30800.0,1.0,40.0
2022HU0079521,,73,2,1,1,18.0,21,500,6.0,0.0,,
2022HU0079521,,75,1,1,1,17.0,21,500,6.0,0.0,,
2022HU0079659,,54,1,1,1,20.0,21,1100,6.0,0.0,,
2022HU0079659,4220.0,32,1,1,1,16.0,21,1100,6.0,0.0,1.0,
2022HU0079769,1825.0,57,2,1,1,23.0,21,1903,1.0,424000.0,1.0,40.0
2022HU0079808,4720.0,46,1,1,1,21.0,21,1704,1.0,28000.0,1.0,43.0
2022HU0079847,4030.0,55,2,1,1,16.0,21,2600,1.0,20000.0,1.0,40.0
2022HU0079847,,33,1,1,1,13.0,21,2600,6.0,0.0,,
2022HU0079894,,68,2,1,1,16.0,21,1800,6.0,0.0,,
2022HU0079894,3322.0,36,2,1,1,20.0,21,1800,1.0,65000.0,1.0,36.0
2022HU0079894,7750.0,33,2,1,1,19.0,21,1800,1.0,52000.0,1.0,45.0
2022HU0079894,4110.0,17,2,1,1,15.0,21,1800,1.0,8000.0,1.0,15.0
2022HU0079894,,2,2,1,1,,21,1800,,,,
2022HU0079940,9620.0,70,1,1,1,12.0,21,2700,3.0,4000.0,1.0,10.0
2022HU0080035,,84,2,1,1,16.0,21,1200,6.0,0.0,,
2022HU0080119,,79,2,1,1,16.0,21,200,6.0,0.0,,
2022HU0080142,,78,1,2,1,16.0,21,1701,6.0,0.0,,
2022HU0080202,9130.0,48,1,1,1,18.0,21,100,1.0,30000.0,1.0,42.0
2022HU0080202,900.0,21,1,1,1,17.0,21,100,1.0,56000.0,1.0,40.0
2022HU0080202,4110.0,18,2,1,1,14.0,21,100,1.0,8400.0,1.0,30.0
2022HU0080221,,85,1,1,1,10.0,21,1400,6.0,0.0,,
2022HU0080400,,73,1,1,1,18.0,21,2700,6.0,0.0,,
2022HU0080400,,68,2,1,1,21.0,21,2700,6.0,0.0,,
2022HU0080433,9130.0,26,2,1,1,18.0,21,1500,1.0,32000.0,1.0,40.0
2022HU0080560,,68,2,1,1,22.0,21,2500,6.0,0.0,,
2022HU0080560,,71,1,1,1,24.0,21,2500,6.0,0.0,,
2022HU0080666,,61,2,9,23,17.0,21,2200,6.0,0.0,,
2022HU0080726,2310.0,60,2,1,1,22.0,21,1704,1.0,60000.0,2.0,55.0
2022HU0080746,,70,1,1,1,16.0,21,1200,6.0,0.0,,
2022HU0080746,,69,2,1,1,16.0,21,1200,6.0,0.0,,
2022HU0080932,10.0,79,1,1,1,18.0,21,1703,6.0,0.0,1.0,
2022HU0081057,205.0,68,1,1,1,16.0,21,1500,1.0,0.0,6.0,30.0
2022HU0081130,,72,2,1,1,14.0,21,2700,6.0,0.0,,
2022HU0081130,,75,1,1,1,18.0,21,2700,6.0,0.0,,
2022HU0081234,4700.0,29,1,1,1,21.0,21,600,1.0,50000.0,7.0,55.0
2022HU0081234,1430.0,29,2,1,1,22.0,21,600,1.0,45000.0,1.0,45.0
2022HU0081235,,77,2,1,1,16.0,21,1703,6.0,0.0,,
2022HU0081273,5810.0,45,2,9,1,18.0,21,100,6.0,0.0,1.0,
2022HU0081273,,9,2,1,1,7.0,21,100,,,,
2022HU0081300,,76,1,1,1,22.0,21,1300,6.0,0.0,,
2022HU0081300,,72,2,1,1,20.0,21,1300,6.0,0.0,,
2022HU0081326,3630.0,49,2,1,1,19.0,21,1703,1.0,0.0,6.0,25.0
2022HU0081326,4040.0,54,1,1,1,19.0,21,1703,1.0,20000.0,1.0,25.0
2022HU0081351,5400.0,46,2,1,1,16.0,21,1704,1.0,11000.0,1.0,22.0
2022HU0081351,10.0,48,1,1,1,22.0,21,1704,1.0,105000.0,1.0,45.0
2022HU0081369,5300.0,48,1,2,1,19.0,21,1706,6.0,0.0,6.0,40.0
2022HU0081421,4150.0,33,1,1,1,21.0,21,1702,1.0,1000.0,1.0,25.0
2022HU0081438,,47,2,1,1,17.0,21,1600,6.0,0.0,,
2022HU0081438,,72,2,1,1,15.0,21,1600,6.0,0.0,,
2022HU0081468,2310.0,28,2,1,1,21.0,21,2200,1.0,45000.0,3.0,40.0
2022HU0081468,6355.0,27,1,1,1,21.0,21,2200,1.0,30000.0,1.0,40.0
2022HU0081850,3740.0,26,1,1,1,21.0,21,1901,1.0,80000.0,3.0,56.0
2022HU0081850,4760.0,44,1,1,1,17.0,21,1901,1.0,0.0,6.0,40.0
2022HU0081850,4720.0,29,2,1,1,18.0,21,1901,1.0,31200.0,1.0,40.0
2022HU0081850,3424.0,25,2,1,1,21.0,21,1901,1.0,36000.0,1.0,45.0
2022HU0081895,4200.0,64,1,1,1,16.0,21,700,6.0,0.0,6.0,
2022HU0081895,4220.0,68,2,1,1,16.0,21,700,6.0,0.0,1.0,
2022HU0081926,3603.0,30,2,1,1,18.0,21,600,1.0,20000.0,3.0,36.0
2022HU0081926,9130.0,31,1,1,1,20.0,21,600,1.0,62000.0,1.0,49.0
2022HU0081926,,12,1,1,1,9.0,21,600,,,,
2022HU0081926,,8,2,1,1,6.0,21,600,,,,
2022HU0081926,,3,2,1,1,2.0,21,600,,,,
2022HU0081983,6230.0,60,1,1,1,18.0,21,1901,1.0,35000.0,1.0,40.0
2022HU0081983,5610.0,53,2,6,1,18.0,21,1901,6.0,0.0,1.0,
2022HU0082032,2320.0,33,1,1,1,22.0,21,1702,1.0,43000.0,2.0,40.0
2022HU0082170,9645.0,70,2,1,1,23.0,21,1800,6.0,0.0,1.0,
2022HU0082233,,93,2,1,1,16.0,21,2700,6.0,0.0,,
2022HU0082254,20.0,55,1,9,1,22.0,21,2300,1.0,110000.0,1.0,45.0
2022HU0082300,,77,1,1,1,16.0,21,300,6.0,0.0,,
2022HU0082300,,76,2,1,1,16.0,21,300,6.0,0.0,,
2022HU0082335,230.0,34,2,1,1,22.0,21,1704,1.0,50000.0,2.0,40.0
2022HU0082335,2320.0,35,1,1,1,22.0,21,1704,1.0,51000.0,2.0,40.0
2022HU0082335,,7,2,1,1,3.0,21,1704,,,,
2022HU0082335,,4,1,1,1,1.0,21,1704,,,,
2022HU0082504,8990.0,61,2,1,1,16.0,21,1600,1.0,54000.0,1.0,40.0
2022HU0082636,9130.0,42,1,1,1,21.0,21,1704,1.0,0.0,6.0,40.0
2022HU0082636,,14,2,1,1,10.0,21,1704,,,,
2022HU0082636,,4,2,1,1,2.0,21,1704,,,,
2022HU0082694,6410.0,80,1,2,1,11.0,21,2000,6.0,0.0,6.0,
2022HU0082694,,77,2,2,1,11.0,21,2000,6.0,0.0,,
2022HU0082694,9620.0,24,1,2,1,11.0,21,2000,1.0,24000.0,1.0,40.0
2022HU0082694,,9,1,2,1,6.0,21,2000,,,,
2022HU0082694,,7,2,2,1,4.0,21,2000,,,,
2022HU0082694,,6,2,2,1,3.0,21,2000,,,,
2022HU0082731,,75,1,1,1,21.0,21,2400,6.0,0.0,,
2022HU0082731,,74,2,1,1,16.0,21,2400,6.0,0.0,,
2022HU0082777,,71,2,1,1,24.0,21,1702,6.0,0.0,,
2022HU0082794,4230.0,68,2,1,1,19.0,21,1702,1.0,35000.0,1.0,40.0
2022HU0082854,,82,2,1,1,17.0,21,1400,6.0,0.0,,
2022HU0082933,5550.0,63,2,1,1,20.0,21,1000,1.0,0.0,6.0,48.0
2022HU0082933,,64,1,1,1,18.0,21,1000,6.0,0.0,,
2022HU0082966,6442.0,24,1,1,1,18.0,21,1000,1.0,30000.0,1.0,40.0
2022HU0082966,2545.0,23,2,1,1,19.0,21,1000,3.0,6000.0,3.0,39.0
2022HU0082966,,0,2,1,1,,21,1000,,,,
2022HU0083109,4220.0,29,1,1,1,16.0,21,400,1.0,45000.0,5.0,48.0
2022HU0083112,3603.0,33,2,1,1,17.0,21,2800,6.0,19100.0,1.0,16.0
2022HU0083112,3802.0,36,1,1,1,18.0,21,2800,1.0,25000.0,3.0,20.0
2022HU0083112,,15,1,1,1,12.0,21,2800,,0.0,,
2022HU0083112,,9,1,1,1,6.0,21,2800,,,,
2022HU0083112,,4,2,1,1,1.0,21,2800,,,,
2022HU0083146,7150.0,50,1,1,1,12.0,21,1000,1.0,34700.0,1.0,40.0
2022HU0083146,3515.0,47,2,1,1,20.0,21,1000,1.0,67000.0,1.0,40.0
2022HU0083159,110.0,68,2,1,1,21.0,21,1703,6.0,0.0,1.0,
2022HU0083266,,93,2,1,1,16.0,21,100,6.0,0.0,,
2022HU0083428,4020.0,62,1,2,4,16.0,21,1705,1.0,0.0,6.0,40.0
2022HU0083444,800.0,63,2,1,1,21.0,21,2800,1.0,50000.0,1.0,40.0
2022HU0083502,,71,2,1,1,16.0,21,1300,6.0,0.0,,
2022HU0083523,,82,1,1,1,22.0,21,700,6.0,0.0,,
2022HU0083523,,77,2,1,1,16.0,21,700,6.0,0.0,,
2022HU0083546,7140.0,39,1,1,1,20.0,21,1800,1.0,106000.0,1.0,49.0
2022HU0083546,4621.0,29,2,1,1,21.0,21,1800,6.0,10000.0,1.0,5.0
2022HU0083546,,11,1,1,1,7.0,21,1800,,,,
2022HU0083546,,1,1,1,1,,21,1800,,,,
2022HU0083592,,46,1,1,1,15.0,21,2800,6.0,0.0,,
2022HU0083592,4720.0,50,2,1,1,17.0,21,2800,1.0,20200.0,1.0,40.0
2022HU0083613,440.0,37,2,1,1,22.0,21,1800,1.0,25000.0,1.0,45.0
2022HU0083613,,10,1,1,1,7.0,21,1800,,,,
2022HU0083613,,9,1,1,1,5.0,21,1800,,,,
2022HU0083620,,74,1,1,1,16.0,21,1600,6.0,0.0,,
2022HU0083620,,72,2,1,1,16.0,21,1600,6.0,0.0,,
2022HU0083885,2770.0,51,2,1,1,22.0,21,100,1.0,14000.0,6.0,25.0
2022HU0083885,2600.0,53,2,1,1,21.0,21,100,1.0,0.0,6.0,40.0
2022HU0084085,,56,2,1,1,16.0,21,2300,6.0,0.0,,
2022HU0084184,120.0,59,2,1,1,21.0,21,1704,1.0,60000.0,2.0,40.0
2022HU0084283,9150.0,83,1,1,1,18.0,21,1901,6.0,3700.0,1.0,5.0
2022HU0084283,,84,2,1,1,14.0,21,1901,6.0,0.0,,
2022HU0084416,3255.0,52,2,1,1,20.0,21,500,1.0,150000.0,1.0,60.0
2022HU0084532,140.0,61,1,1,1,21.0,21,600,6.0,0.0,1.0,
2022HU0084532,3602.0,60,2,1,1,21.0,21,600,6.0,0.0,6.0,
2022HU0084556,3500.0,33,2,1,1,20.0,21,1200,1.0,40000.0,1.0,36.0
2022HU0084556,9620.0,34,1,1,1,18.0,21,1200,1.0,45000.0,1.0,40.0
2022HU0084556,,6,1,1,1,2.0,21,1200,,,,
2022HU0084556,,3,2,1,1,1.0,21,1200,,,,
2022HU0084568,7340.0,69,1,1,1,13.0,21,2500,1.0,40000.0,1.0,45.0
2022HU0084607,,85,1,1,1,11.0,21,1600,6.0,0.0,,
2022HU0084607,,83,2,1,1,17.0,21,1600,6.0,0.0,,
2022HU0084706,,77,2,1,1,16.0,21,1200,6.0,0.0,,
2022HU0084706,,73,2,1,1,22.0,21,1200,6.0,0.0,,
2022HU0084739,4760.0,79,1,1,1,21.0,21,1702,1.0,33800.0,1.0,48.0
2022HU0084739,5310.0,80,2,1,1,19.0,21,1702,1.0,19600.0,2.0,25.0
2022HU0084775,440.0,32,2,1,1,22.0,21,1701,1.0,100000.0,1.0,50.0
2022HU0084775,3500.0,28,2,1,1,20.0,21,1701,1.0,25000.0,1.0,25.0
2022HU0084903,1360.0,26,1,1,1,21.0,21,1702,1.0,75000.0,1.0,45.0
2022HU0084903,3230.0,25,2,1,1,22.0,21,1702,1.0,70000.0,1.0,45.0
2022HU0085044,8025.0,40,1,1,1,17.0,21,300,1.0,53000.0,1.0,55.0
2022HU0085097,,67,2,1,1,16.0,21,2600,6.0,0.0,,
2022HU0085200,,47,1,1,1,16.0,21,2800,6.0,0.0,,
2022HU0085333,,68,1,1,1,16.0,21,2100,6.0,0.0,,
2022HU0085333,,61,2,1,1,16.0,21,2100,6.0,0.0,,
2022HU0085333,,13,1,1,1,11.0,21,2100,,,,
2022HU0085333,,12,2,1,1,10.0,21,2100,,,,
2022HU0085366,7020.0,42,1,9,1,19.0,21,300,1.0,50000.0,1.0,40.0
2022HU0085366,6230.0,35,2,9,1,18.0,21,300,6.0,0.0,6.0,23.0
2022HU0085366,,11,2,1,1,8.0,21,300,,,,
2022HU0085366,4720.0,29,2,9,1,19.0,21,300,1.0,0.0,6.0,40.0
2022HU0085479,2350.0,22,2,1,1,19.0,21,600,1.0,6000.0,5.0,30.0
2022HU0085491,9645.0,35,1,1,1,20.0,21,200,1.0,48000.0,1.0,36.0
2022HU0085491,,6,2,1,1,1.0,21,200,,,,
2022HU0085569,2300.0,27,2,1,1,21.0,21,100,1.0,40000.0,3.0,20.0
2022HU0085569,4540.0,27,1,1,1,20.0,21,100,1.0,0.0,6.0,40.0
2022HU0085569,,3,1,1,1,1.0,21,100,,,,
2022HU0085580,1240.0,35,2,1,1,19.0,21,1704,1.0,45000.0,1.0,40.0
2022HU0085580,1105.0,40,1,1,1,16.0,21,1704,1.0,100000.0,1.0,40.0
2022HU0085580,,12,2,1,1,10.0,21,1704,,,,
2022HU0085580,,8,2,1,1,6.0,21,1704,,,,
2022HU0085580,,5,2,1,1,3.0,21,1704,,,,
2022HU0085773,4600.0,57,2,1,1,16.0,21,1300,1.0,13000.0,3.0,32.0
2022HU0085773,,68,1,1,1,12.0,21,1300,6.0,0.0,,
2022HU0085808,3602.0,23,2,1,1,9.0,21,800,1.0,14500.0,5.0,40.0
2022HU0085808,4020.0,25,2,1,1,16.0,21,800,1.0,13700.0,1.0,30.0
2022HU0085904,5110.0,57,1,1,1,22.0,21,2500,1.0,424000.0,1.0,50.0
2022HU0085904,,55,2,1,1,21.0,21,2500,6.0,0.0,,
2022HU0085904,9620.0,31,1,1,1,16.0,21,2500,1.0,30000.0,1.0,36.0
2022HU0085917,540.0,54,2,1,1,19.0,21,100,6.0,0.0,1.0,
2022HU0085917,,60,1,2,1,16.0,21,100,6.0,0.0,,
2022HU0085917,,14,1,9,3,11.0,21,100,,,,
2022HU0085917,,13,1,9,3,9.0,21,100,,,,
2022HU0085917,,11,1,1,1,8.0,21,100,,,,
2022HU0085917,,9,2,9,2,4.0,21,100,,,,
2022HU0085917,,3,2,9,1,1.0,21,100,,,,
2022HU0085934,3050.0,60,2,1,1,21.0,21,1000,6.0,0.0,1.0,
2022HU0085934,3050.0,60,1,1,1,24.0,21,1000,1.0,119000.0,1.0,40.0
2022HU0085963,3649.0,49,1,9,4,21.0,21,1600,1.0,80000.0,1.0,40.0
2022HU0085963,140.0,48,2,9,4,21.0,21,1600,1.0,24000.0,1.0,40.0
2022HU0085963,3255.0,24,1,9,4,21.0,21,1600,1.0,65000.0,1.0,40.0
2022HU0085963,4760.0,23,2,9,4,19.0,21,1600,1.0,30000.0,1.0,40.0
2022HU0086020,630.0,75,1,1,1,22.0,21,1701,1.0,42000.0,2.0,30.0
2022HU0086020,,72,2,1,1,21.0,21,1701,6.0,0.0,,
2022HU0086114,220.0,70,1,1,1,21.0,21,2400,6.0,0.0,1.0,
2022HU0086114,,68,2,1,1,16.0,21,2400,6.0,0.0,,
2022HU0086126,,83,2,1,1,17.0,21,2200,6.0,0.0,,
2022HU0086132,2310.0,25,2,1,1,22.0,21,2700,1.0,20000.0,4.0,45.0
2022HU0086132,8600.0,28,1,1,1,20.0,21,2700,1.0,30000.0,3.0,50.0
2022HU0086234,5521.0,63,2,9,1,19.0,21,2600,1.0,20000.0,2.0,36.0
2022HU0086234,,63,1,1,1,16.0,21,2600,6.0,0.0,,
2022HU0086234,8740.0,42,2,1,1,16.0,21,2600,1.0,19000.0,1.0,40.0
2022HU0086234,9620.0,36,1,1,1,16.0,21,2600,1.0,25000.0,1.0,40.0
2022HU0086234,8990.0,18,1,1,1,12.0,21,2600,1.0,1800.0,1.0,40.0
2022HU0086234,,17,1,1,1,12.0,21,2600,6.0,0.0,,
2022HU0086330,,68,1,1,1,21.0,21,2700,6.0,0.0,,
2022HU0086346,6050.0,75,1,1,1,16.0,21,1200,6.0,4000.0,1.0,35.0
2022HU0086454,,65,1,1,1,21.0,21,2200,6.0,0.0,,
2022HU0086454,,54,2,1,1,15.0,21,2200,6.0,0.0,,
2022HU0086573,440.0,54,2,1,1,22.0,21,1200,1.0,53000.0,4.0,38.0
2022HU0086573,7340.0,56,1,1,1,19.0,21,1200,1.0,40000.0,1.0,40.0
2022HU0086573,4540.0,19,2,1,1,19.0,21,1200,1.0,2500.0,4.0,18.0
2022HU0086621,410.0,71,2,2,1,20.0,21,2400,6.0,0.0,1.0,
2022HU0086710,8990.0,44,2,1,2,16.0,21,1800,1.0,40000.0,1.0,40.0
2022HU0086710,9600.0,40,1,1,2,16.0,21,1800,1.0,40000.0,1.0,45.0
2022HU0086710,,16,1,1,2,13.0,21,1800,6.0,0.0,,
2022HU0086710,,7,2,1,2,4.0,21,1800,,,,
2022HU0086758,4850.0,47,1,1,1,21.0,21,500,1.0,105000.0,1.0,40.0
2022HU0086758,3258.0,33,2,1,1,22.0,21,500,1.0,95000.0,1.0,40.0
2022HU0086758,,4,1,1,1,1.0,21,500,,,,
2022HU0086758,,0,2,1,1,,21,500,,,,
2022HU0086779,3603.0,22,2,1,1,19.0,21,2600,1.0,25000.0,2.0,32.0
2022HU0086779,3603.0,22,2,1,1,19.0,21,2600,1.0,25000.0,2.0,24.0
2022HU0086981,9645.0,39,1,1,1,16.0,21,1800,1.0,35000.0,1.0,40.0
2022HU0086981,4700.0,29,2,9,24,16.0,21,1800,1.0,90000.0,1.0,55.0
2022HU0086981,,9,2,9,23,5.0,21,1800,,,,
2022HU0087040,,69,1,2,1,16.0,21,1600,6.0,0.0,,
2022HU0087040,,55,2,1,1,1.0,21,1600,6.0,0.0,,
2022HU0087223,2015.0,61,2,1,1,21.0,21,1702,6.0,0.0,4.0,
2022HU0087223,6230.0,62,1,1,1,19.0,21,1702,2.0,90000.0,3.0,40.0
2022HU0087387,5310.0,23,2,1,1,21.0,21,1705,6.0,5000.0,1.0,25.0
2022HU0087387,6305.0,23,1,1,1,21.0,21,1705,1.0,65000.0,1.0,40.0
2022HU0087483,4700.0,52,2,1,1,19.0,21,2800,1.0,20000.0,1.0,38.0
2022HU0087483,4110.0,21,1,1,1,19.0,21,2800,3.0,27000.0,1.0,30.0
2022HU0087483,,15,1,1,1,13.0,21,2800,,0.0,,
2022HU0087503,4230.0,38,2,1,1,17.0,21,100,1.0,34000.0,1.0,40.0
2022HU0087503,6442.0,38,1,1,1,16.0,21,100,1.0,75000.0,1.0,40.0
2022HU0087503,,14,1,1,1,11.0,21,100,,,,
2022HU0087573,3255.0,29,2,1,1,21.0,21,500,2.0,89000.0,1.0,36.0
2022HU0087573,8990.0,26,1,1,1,16.0,21,500,3.0,1500.0,1.0,40.0
2022HU0087643,,62,2,1,1,11.0,21,1000,6.0,0.0,,
2022HU0087643,,16,1,1,1,10.0,21,1000,6.0,0.0,,
2022HU0087643,,14,1,1,1,9.0,21,1000,,,,
2022HU0087643,,11,2,1,1,7.0,21,1000,,,,
2022HU0087717,,84,2,1,1,20.0,21,100,6.0,0.0,,
2022HU0087762,10.0,45,1,1,1,21.0,21,1901,1.0,424000.0,1.0,50.0
2022HU0087762,,44,2,1,1,21.0,21,1901,6.0,0.0,,
2022HU0087762,,14,1,1,1,10.0,21,1901,,,,
2022HU0087762,,11,2,1,1,7.0,21,1901,,,,
2022HU0087943,2016.0,31,2,1,1,22.0,21,300,1.0,35000.0,4.0,38.0
2022HU0087943,4220.0,30,1,1,1,18.0,21,300,1.0,19000.0,3.0,40.0
2022HU0087943,,4,1,1,1,1.0,21,300,,,,
2022HU0087943,,1,2,1,1,,21,300,,,,
2022HU0088056,800.0,40,1,1,1,21.0,21,2600,1.0,424000.0,1.0,50.0
2022HU0088056,630.0,40,2,1,1,21.0,21,2600,1.0,100000.0,1.0,45.0
2022HU0088056,,13,1,1,1,10.0,21,2600,,,,
2022HU0088093,,67,2,1,1,21.0,21,100,6.0,0.0,,
2022HU0088093,5860.0,64,2,1,1,12.0,21,100,1.0,27700.0,2.0,40.0
2022HU0088102,8530.0,58,1,1,1,12.0,21,2100,6.0,0.0,1.0,
2022HU0088102,3601.0,62,2,1,1,17.0,21,2100,1.0,30000.0,1.0,40.0
2022HU0088137,8225.0,42,1,1,1,17.0,21,1600,1.0,53000.0,1.0,40.0
2022HU0088137,4720.0,43,2,1,1,16.0,21,1600,1.0,36600.0,1.0,40.0
2022HU0088241,,80,2,1,1,21.0,21,2400,6.0,0.0,,
2022HU0088270,440.0,41,2,8,19,21.0,21,1702,6.0,0.0,1.0,
2022HU0088270,40.0,43,1,1,1,20.0,21,1702,1.0,80000.0,1.0,40.0
2022HU0088270,,5,2,8,19,1.0,21,1702,,,,
2022HU0088270,,3,1,8,19,1.0,21,1702,,,,
2022HU0088282,,74,2,1,1,11.0,21,900,6.0,0.0,,
2022HU0088282,,78,1,1,1,11.0,21,900,6.0,0.0,,
2022HU0088625,8800.0,23,1,1,1,16.0,21,1400,1.0,30000.0,1.0,40.0
2022HU0088691,,65,1,1,1,16.0,21,2500,6.0,0.0,,
2022HU0088691,,68,2,1,1,16.0,21,2500,6.0,0.0,,
2022HU0088695,1007.0,31,1,1,1,21.0,21,1600,1.0,52000.0,3.0,50.0
2022HU0088695,136.0,33,2,1,1,20.0,21,1600,1.0,70000.0,1.0,40.0
2022HU0088695,,10,2,1,1,8.0,21,1600,,,,
2022HU0088695,,7,1,1,1,5.0,21,1600,,,,
2022HU0088708,4510.0,33,2,1,1,18.0,21,1200,6.0,0.0,1.0,
2022HU0088708,5240.0,34,1,1,1,16.0,21,1200,1.0,25000.0,1.0,40.0
2022HU0088708,,6,1,1,1,1.0,21,1200,,,,
2022HU0088778,650.0,25,2,2,1,16.0,21,2100,1.0,20900.0,1.0,30.0
2022HU0088910,6410.0,57,1,1,1,16.0,21,1200,1.0,0.0,6.0,20.0
2022HU0089047,8225.0,36,1,1,1,16.0,21,2600,1.0,65000.0,1.0,78.0
2022HU0089238,9620.0,60,1,1,1,17.0,21,2100,1.0,36900.0,2.0,40.0
2022HU0089262,520.0,42,2,2,1,19.0,21,2400,1.0,15000.0,2.0,40.0
2022HU0089344,1700.0,73,1,1,1,22.0,21,300,1.0,164000.0,1.0,37.0
2022HU0089505,8140.0,67,1,1,1,16.0,21,2300,1.0,100000.0,1.0,40.0
2022HU0089505,,65,2,1,1,19.0,21,2300,6.0,0.0,,
2022HU0089569,,87,1,1,1,1.0,21,400,6.0,0.0,,
2022HU0089574,,93,2,1,1,17.0,21,1400,6.0,0.0,,
2022HU0089667,350.0,42,2,1,1,21.0,21,2000,1.0,65000.0,2.0,50.0
2022HU0089667,,4,2,1,1,1.0,21,2000,,,,
2022HU0089789,,70,2,2,1,14.0,21,300,6.0,0.0,,
2022HU0089881,4920.0,64,2,1,1,19.0,21,1903,1.0,120000.0,6.0,32.0
2022HU0089939,6200.0,38,1,1,1,19.0,21,2800,1.0,80000.0,1.0,50.0
2022HU0089939,2310.0,41,2,1,1,22.0,21,2800,1.0,52000.0,3.0,45.0
2022HU0089939,4760.0,16,2,1,1,13.0,21,2800,1.0,800.0,1.0,15.0
2022HU0089939,,5,2,1,1,2.0,21,2800,,,,
2022HU0089941,9645.0,21,1,1,1,17.0,21,800,1.0,45000.0,1.0,40.0
2022HU0089941,3603.0,21,2,1,1,16.0,21,800,1.0,40000.0,1.0,40.0
2022HU0089941,,0,2,1,1,,21,800,,,,
2022HU0090019,9620.0,40,2,9,1,17.0,21,1200,1.0,34000.0,1.0,40.0
2022HU0090019,5740.0,34,1,9,1,19.0,21,1200,6.0,0.0,2.0,
2022HU0090019,9620.0,20,1,1,1,16.0,21,1200,1.0,20000.0,1.0,30.0
2022HU0090056,9645.0,37,1,1,1,16.0,21,2300,1.0,31800.0,1.0,40.0
2022HU0090056,4720.0,28,2,1,1,19.0,21,2300,1.0,20800.0,1.0,32.0
2022HU0090163,,88,2,1,1,16.0,21,1100,6.0,0.0,,
2022HU0090163,,66,1,1,1,24.0,21,1100,6.0,0.0,,
2022HU0090178,3645.0,46,1,1,1,20.0,21,1500,6.0,1000.0,1.0,20.0
2022HU0090178,4700.0,22,2,1,1,20.0,21,1500,6.0,0.0,1.0,
2022HU0090204,4020.0,54,2,1,1,16.0,21,1400,1.0,22000.0,4.0,40.0
2022HU0090204,440.0,59,1,1,1,16.0,21,1400,1.0,25000.0,1.0,40.0
2022HU0090214,5550.0,39,2,1,1,19.0,21,400,1.0,600.0,5.0,8.0
2022HU0090214,4030.0,17,1,1,1,13.0,21,400,6.0,0.0,1.0,
2022HU0090214,,15,1,1,1,11.0,21,400,,0.0,,
2022HU0090217,6305.0,35,2,9,1,16.0,21,2600,1.0,14000.0,1.0,30.0
2022HU0090217,6305.0,31,1,1,1,16.0,21,2600,1.0,15000.0,1.0,40.0
2022HU0090217,,14,2,9,1,11.0,21,2600,,,,
2022HU0090217,,3,2,9,1,1.0,21,2600,,,,
2022HU0090308,,76,2,1,1,18.0,21,100,6.0,0.0,,
2022HU0090439,3720.0,49,1,1,1,21.0,21,2300,1.0,85000.0,3.0,40.0
