SERIALNO,OCCP,AGEP,SEX,RAC1P,HISP,SCHL,STATE,PUMA,ESR,WAGP,COW,WKHP
2020HU0732388,2545.0,35,1,8,1,17.0,21,300,1.0,45000.0,3.0,70.0
2020HU0732388,,28,2,8,1,16.0,21,300,6.0,0.0,,
2020HU0732442,2545.0,38,2,1,1,16.0,21,2400,1.0,6600.0,3.0,30.0
2020HU0732442,1545.0,50,1,1,1,16.0,21,2400,1.0,52000.0,1.0,42.0
2020HU0732442,,16,2,1,1,14.0,21,2400,6.0,0.0,,
2020HU0732442,,14,1,1,1,10.0,21,2400,,,,
2020HU0732442,,9,2,1,1,6.0,21,2400,,,,
2020HU0732532,6410.0,53,1,1,1,19.0,21,1701,3.0,0.0,6.0,40.0
2020HU0732567,2310.0,32,2,1,1,22.0,21,800,1.0,45000.0,3.0,40.0
2020HU0732567,2320.0,33,1,1,1,22.0,21,800,1.0,52000.0,3.0,50.0
2020HU0732567,,4,2,1,1,2.0,21,800,,,,
2020HU0732567,,0,2,1,1,,21,800,,,,
2020HU0732819,,59,2,1,1,20.0,21,1200,6.0,0.0,,
2020HU0732819,6355.0,69,1,1,1,18.0,21,1200,1.0,40000.0,5.0,40.0
2020HU0732929,5400.0,28,2,1,1,19.0,21,2000,1.0,19000.0,1.0,40.0
2020HU0732929,3820.0,27,1,1,1,9.0,21,2000,1.0,8000.0,4.0,40.0
2020HU0732939,4110.0,40,2,1,1,16.0,21,1600,3.0,10000.0,1.0,30.0
2020HU0732939,,9,2,1,1,7.0,21,1600,,,,
2020HU0732980,102.0,53,2,9,1,14.0,21,1200,1.0,30000.0,2.0,40.0
2020HU0732980,6200.0,58,1,1,1,16.0,21,1200,1.0,61000.0,1.0,40.0
2020HU0732980,,24,2,9,1,17.0,21,1200,6.0,0.0,,
2020HU0732980,,28,1,1,1,14.0,21,1200,6.0,0.0,,
2020HU0733119,930.0,73,2,1,1,16.0,21,2600,6.0,47000.0,5.0,40.0
2020HU0733119,,11,2,1,1,8.0,21,2600,,,,
2020HU0733119,4510.0,51,2,1,1,16.0,21,2600,1.0,20000.0,1.0,40.0
2020HU0733119,6442.0,47,1,1,1,16.0,21,2600,1.0,56000.0,1.0,40.0
2020HU0733119,9645.0,28,1,1,1,16.0,21,2600,3.0,19700.0,1.0,40.0
2020HU0733155,2310.0,56,1,1,1,22.0,21,2400,1.0,63000.0,3.0,44.0
2020HU0733215,4720.0,24,2,1,1,19.0,21,2700,6.0,2000.0,1.0,20.0
2020HU0733215,6410.0,28,1,1,1,16.0,21,2700,6.0,0.0,1.0,
2020HU0733215,,1,1,1,1,,21,2700,,,,
2020HU0733215,,0,2,1,1,,21,2700,,,,
2020HU0733268,2205.0,65,1,1,1,24.0,21,1701,1.0,130000.0,4.0,34.0
2020HU0733268,8740.0,20,2,1,1,16.0,21,1701,6.0,2100.0,1.0,20.0
2020HU0733325,7200.0,25,1,1,1,16.0,21,600,1.0,75000.0,1.0,45.0
2020HU0733325,3300.0,23,2,1,1,18.0,21,600,1.0,22100.0,1.0,40.0
2020HU0733457,,57,2,1,1,19.0,21,300,6.0,0.0,,
2020HU0733465,5920.0,73,2,2,1,19.0,21,1701,1.0,36000.0,5.0,40.0
2020HU0733520,,61,1,1,1,21.0,21,600,6.0,0.0,,
2020HU0733629,,77,1,1,1,16.0,21,100,6.0,0.0,,
2020HU0733662,,49,1,9,1,11.0,21,2300,6.0,0.0,,
2020HU0733662,,49,2,9,1,15.0,21,2300,6.0,0.0,,
2020HU0733662,4150.0,16,2,1,1,11.0,21,2300,6.0,500.0,1.0,12.0
2020HU0733719,,34,2,1,1,16.0,21,900,6.0,0.0,,
2020HU0733719,,13,2,1,1,9.0,21,900,,,,
2020HU0733774,9645.0,24,2,6,1,19.0,21,1705,1.0,32000.0,1.0,40.0
2020HU0733774,3300.0,25,1,6,1,21.0,21,1705,1.0,36000.0,1.0,35.0
2020HU0733774,,4,1,6,1,1.0,21,1705,,,,
2020HU0733774,,61,2,6,1,22.0,21,1705,6.0,0.0,,
2020HU0733774,7750.0,61,2,6,1,21.0,21,1705,1.0,25000.0,1.0,45.0
2020HU0733774,3050.0,60,1,6,1,21.0,21,1705,6.0,25000.0,1.0,15.0
2020HU0733914,440.0,55,1,1,1,23.0,21,1704,3.0,0.0,6.0,25.0
2020HU0733914,4710.0,48,2,1,1,21.0,21,1704,1.0,150000.0,1.0,50.0
2020HU0733973,,73,2,1,1,15.0,21,400,6.0,0.0,,
2020HU0734121,8130.0,25,1,1,1,20.0,21,2400,1.0,63000.0,1.0,40.0
2020HU0734143,4220.0,80,1,1,1,17.0,21,1400,6.0,0.0,6.0,
2020HU0734143,,76,2,1,1,16.0,21,1400,6.0,0.0,,
2020HU0734159,2050.0,37,2,1,1,22.0,21,1903,1.0,55000.0,2.0,40.0
2020HU0734159,3090.0,32,1,6,1,23.0,21,1903,1.0,45000.0,2.0,55.0
2020HU0734342,5850.0,70,2,1,1,21.0,21,1702,1.0,15000.0,1.0,22.0
2020HU0734346,800.0,43,1,1,1,21.0,21,2500,1.0,0.0,6.0,50.0
2020HU0734346,1821.0,42,2,1,1,22.0,21,2500,1.0,113000.0,5.0,40.0
2020HU0734346,,12,1,1,1,9.0,21,2500,,,,
2020HU0734346,,10,1,1,1,7.0,21,2500,,,,
2020HU0734346,,7,1,1,1,3.0,21,2500,,,,
2020HU0734427,,74,1,1,1,20.0,21,1600,6.0,0.0,,
2020HU0734439,,79,1,1,1,15.0,21,2700,6.0,0.0,,
2020HU0734439,,76,2,1,1,16.0,21,2700,6.0,0.0,,
2020HU0734500,4020.0,58,2,9,1,14.0,21,1000,1.0,15000.0,1.0,40.0
2020HU0734750,,61,2,1,1,20.0,21,900,6.0,0.0,,
2020HU0734750,,71,1,1,1,20.0,21,900,6.0,0.0,,
2020HU0734800,,63,1,1,1,18.0,21,2200,6.0,0.0,,
2020HU0734800,,57,2,1,1,17.0,21,2200,6.0,0.0,,
2020HU0734800,,4,2,1,1,1.0,21,2200,,,,
2020HU0734800,,1,2,1,1,,21,2200,,,,
2020HU0734810,9620.0,69,1,1,1,18.0,21,2300,1.0,9000.0,1.0,24.0
2020HU0735006,4850.0,87,1,1,1,16.0,21,700,6.0,0.0,1.0,
2020HU0735006,,87,2,1,1,16.0,21,700,6.0,0.0,,
2020HU0735048,,81,2,1,1,18.0,21,1800,6.0,0.0,,
2020HU0735081,3640.0,37,2,1,1,16.0,21,600,2.0,29800.0,1.0,35.0
2020HU0735081,8950.0,36,1,2,1,16.0,21,600,1.0,35000.0,1.0,40.0
2020HU0735081,,14,1,2,1,11.0,21,600,,,,
2020HU0735081,,9,2,2,1,6.0,21,600,,,,
2020HU0735081,,1,1,2,1,,21,600,,,,
2020HU0735101,2320.0,55,1,1,1,19.0,21,2700,1.0,60000.0,1.0,30.0
2020HU0735101,2320.0,24,2,1,1,21.0,21,2700,1.0,36000.0,4.0,35.0
2020HU0735101,2330.0,22,2,1,1,21.0,21,2700,6.0,3200.0,1.0,35.0
2020HU0735138,860.0,31,1,1,1,21.0,21,2100,1.0,75000.0,1.0,40.0
2020HU0735138,860.0,32,2,1,1,21.0,21,2100,1.0,65000.0,1.0,40.0
2020HU0735138,,5,1,1,1,2.0,21,2100,,,,
2020HU0735138,,3,1,1,1,1.0,21,2100,,,,
2020HU0735211,,81,1,1,1,16.0,21,2300,6.0,0.0,,
2020HU0735211,,79,2,1,1,16.0,21,2300,6.0,0.0,,
2020HU0735235,8030.0,22,1,1,1,19.0,21,2200,1.0,8000.0,1.0,10.0
2020HU0735235,9620.0,23,1,1,1,19.0,21,2200,6.0,2000.0,1.0,40.0
2020HU0735247,1305.0,31,1,1,1,22.0,21,1901,1.0,410000.0,1.0,40.0
2020HU0735247,2751.0,32,2,1,1,22.0,21,1901,1.0,12000.0,2.0,10.0
2020HU0735248,,77,1,1,1,18.0,21,2100,6.0,0.0,,
2020HU0735248,,77,2,1,1,21.0,21,2100,6.0,0.0,,
2020HU0735425,6442.0,31,1,1,1,20.0,21,1300,1.0,60000.0,1.0,40.0
2020HU0735425,4230.0,28,2,1,1,13.0,21,1300,6.0,0.0,1.0,
2020HU0735497,5000.0,42,1,1,1,18.0,21,900,1.0,54000.0,1.0,43.0
2020HU0735534,2310.0,46,2,2,1,22.0,21,1703,1.0,0.0,6.0,40.0
2020HU0735534,,12,1,2,1,8.0,21,1703,,,,
2020HU0735570,1555.0,31,1,9,1,16.0,21,1600,1.0,74000.0,1.0,40.0
2020HU0735570,,28,2,1,1,16.0,21,1600,6.0,0.0,,
2020HU0735570,,7,2,9,1,3.0,21,1600,,,,
2020HU0735570,,4,1,9,1,1.0,21,1600,,,,
2020HU0735607,,58,1,1,1,19.0,21,1000,6.0,0.0,,
2020HU0735636,2825.0,51,2,1,1,21.0,21,2700,1.0,90000.0,2.0,40.0
2020HU0735636,2205.0,55,1,1,1,24.0,21,2700,1.0,58000.0,4.0,50.0
2020HU0735636,,17,1,1,1,13.0,21,2700,6.0,0.0,,
2020HU0735682,9620.0,50,1,1,1,18.0,21,1705,1.0,30000.0,1.0,40.0
2020HU0735682,5300.0,57,2,1,1,16.0,21,1705,1.0,10000.0,1.0,20.0
2020HU0735682,9620.0,19,2,1,1,16.0,21,1705,1.0,8000.0,1.0,20.0
2020HU0735701,2016.0,57,2,1,1,20.0,21,600,1.0,36500.0,4.0,39.0
2020HU0735701,9640.0,26,1,1,1,20.0,21,600,2.0,18900.0,1.0,40.0
2020HU0735886,,74,2,1,1,19.0,21,1703,6.0,0.0,,
2020HU0735949,5860.0,72,2,1,1,19.0,21,2000,6.0,0.0,3.0,
2020HU0735949,,74,1,1,1,21.0,21,2000,6.0,0.0,,
2020HU0736150,20.0,67,1,1,1,21.0,21,2400,1.0,65000.0,1.0,40.0
2020HU0736150,,68,2,1,1,19.0,21,2400,6.0,0.0,,
2020HU0736217,,44,2,1,1,18.0,21,400,6.0,0.0,,
2020HU0736225,,81,2,1,1,6.0,21,2800,6.0,0.0,,
2020HU0736282,710.0,34,1,1,1,19.0,21,1703,1.0,75000.0,1.0,45.0
2020HU0736282,710.0,33,1,1,1,21.0,21,1703,1.0,65000.0,1.0,40.0
2020HU0736400,3255.0,36,2,1,1,21.0,21,1702,1.0,45000.0,1.0,38.0
2020HU0736400,3740.0,39,1,1,1,18.0,21,1702,1.0,60000.0,3.0,50.0
2020HU0736400,,5,2,1,1,2.0,21,1702,,,,
2020HU0736400,,2,1,1,1,,21,1702,,,,
2020HU0736513,5400.0,63,2,1,1,22.0,21,1703,1.0,40000.0,2.0,40.0
2020HU0736513,1108.0,58,1,1,1,21.0,21,1703,1.0,72000.0,4.0,50.0
2020HU0736513,5510.0,22,1,1,1,21.0,21,1703,6.0,400.0,1.0,4.0
2020HU0736567,2040.0,61,1,1,1,21.0,21,800,1.0,55000.0,2.0,50.0
2020HU0736567,5740.0,59,2,1,1,19.0,21,800,1.0,14500.0,3.0,40.0
2020HU0736579,725.0,48,2,1,1,19.0,21,2100,1.0,26000.0,2.0,18.0
2020HU0736579,5000.0,56,1,1,1,21.0,21,2100,1.0,92000.0,1.0,58.0
2020HU0736579,,15,2,1,1,12.0,21,2100,,0.0,,
2020HU0736704,7000.0,68,1,1,1,17.0,21,300,6.0,0.0,6.0,20.0
2020HU0736704,,65,2,1,1,17.0,21,300,6.0,0.0,,
2020HU0736714,1105.0,42,1,1,1,20.0,21,2700,1.0,30000.0,4.0,38.0
2020HU0736714,,18,1,1,1,14.0,21,2700,6.0,0.0,,
2020HU0736714,,16,2,1,1,12.0,21,2700,6.0,0.0,,
2020HU0736714,,9,1,1,1,6.0,21,2700,,,,
2020HU0736790,,69,2,1,1,16.0,21,1600,6.0,0.0,,
2020HU0736790,,70,1,1,1,17.0,21,1600,6.0,0.0,,
2020HU0736805,,72,1,1,1,16.0,21,1300,6.0,0.0,,
2020HU0736859,2100.0,34,2,1,1,23.0,21,1702,1.0,70000.0,4.0,55.0
2020HU0736859,2100.0,34,1,1,1,23.0,21,1702,1.0,70000.0,4.0,40.0
2020HU0736859,,1,2,1,1,,21,1702,,,,
2020HU0736902,9130.0,63,1,1,1,16.0,21,1400,6.0,0.0,1.0,
2020HU0736957,8810.0,45,2,1,1,16.0,21,1200,1.0,30000.0,1.0,40.0
2020HU0736957,7200.0,46,1,1,1,16.0,21,1200,1.0,15000.0,6.0,26.0
2020HU0736957,4720.0,21,2,1,1,19.0,21,1200,1.0,9000.0,1.0,24.0
2020HU0736957,,13,1,1,1,9.0,21,1200,,,,
2020HU0736957,,11,2,1,1,8.0,21,1200,,,,
2020HU0737046,7330.0,66,1,1,1,19.0,21,200,6.0,0.0,1.0,
2020HU0737046,3603.0,65,2,1,1,18.0,21,200,6.0,0.0,1.0,
2020HU0737102,4110.0,34,2,2,1,9.0,21,500,2.0,16000.0,7.0,40.0
2020HU0737102,,14,1,2,1,10.0,21,500,,,,
2020HU0737102,,0,1,2,1,,21,500,,,,
2020HU0737102,,12,2,2,1,9.0,21,500,,,,
2020HU0737102,,8,2,2,1,5.0,21,500,,,,
2020HU0737102,,1,2,2,1,,21,500,,,,
2020HU0737141,10.0,55,1,1,1,21.0,21,2400,1.0,200000.0,1.0,40.0
2020HU0737141,3255.0,50,2,1,1,21.0,21,2400,1.0,81000.0,2.0,38.0
2020HU0737141,4251.0,23,1,1,1,19.0,21,2400,3.0,2500.0,1.0,32.0
2020HU0737174,,41,2,1,1,19.0,21,1100,6.0,0.0,,
2020HU0737174,,16,1,1,1,13.0,21,1100,6.0,0.0,,
2020HU0737174,,15,1,1,1,11.0,21,1100,,0.0,,
2020HU0737174,,11,1,1,1,8.0,21,1100,,,,
2020HU0737368,6441.0,43,1,1,1,16.0,21,900,1.0,45000.0,1.0,40.0
2020HU0737368,,46,2,1,1,16.0,21,900,6.0,0.0,,
2020HU0737368,,17,1,1,1,14.0,21,900,6.0,0.0,,
2020HU0737368,,14,2,1,1,10.0,21,900,,,,
2020HU0737503,5110.0,41,2,1,1,19.0,21,1300,1.0,20000.0,2.0,28.0
2020HU0737503,6355.0,42,1,1,1,19.0,21,1300,1.0,130000.0,1.0,42.0
2020HU0737503,8030.0,19,1,1,1,18.0,21,1300,1.0,20400.0,1.0,40.0
2020HU0737503,,16,2,1,1,13.0,21,1300,6.0,0.0,,
2020HU0737503,,9,2,1,1,7.0,21,1300,,,,
2020HU0737666,5300.0,29,2,1,1,17.0,21,1200,2.0,20900.0,1.0,40.0
2020HU0737666,,13,1,1,1,9.0,21,1200,,,,
2020HU0737666,,9,2,1,1,5.0,21,1200,,,,
2020HU0737666,,5,2,1,1,2.0,21,1200,,,,
2020HU0737666,,0,2,1,1,,21,1200,,,,
2020HU0737719,,82,1,1,1,16.0,21,200,6.0,0.0,,
2020HU0737745,5400.0,45,2,1,1,20.0,21,100,6.0,6000.0,2.0,20.0
2020HU0737745,6230.0,59,1,1,1,17.0,21,100,3.0,3000.0,1.0,40.0
2020HU0738059,,76,1,1,1,21.0,21,400,6.0,0.0,,
2020HU0738118,9645.0,67,1,1,1,16.0,21,1704,1.0,41900.0,1.0,40.0
2020HU0738118,5400.0,58,2,1,1,16.0,21,1704,1.0,33300.0,1.0,40.0
2020HU0738188,8140.0,33,1,1,1,16.0,21,400,1.0,0.0,6.0,40.0
2020HU0738188,310.0,29,2,1,1,16.0,21,400,6.0,0.0,5.0,
2020HU0738188,,8,1,1,1,6.0,21,400,,,,
2020HU0738188,,5,1,1,1,2.0,21,400,,,,
2020HU0738188,,0,2,1,1,,21,400,,,,
2020HU0738284,8140.0,23,1,1,1,16.0,21,1701,1.0,35000.0,1.0,45.0
2020HU0738284,4110.0,22,2,1,1,21.0,21,1701,6.0,2000.0,1.0,18.0
2020HU0738293,205.0,71,1,1,1,17.0,21,100,6.0,0.0,6.0,20.0
2020HU0738293,9122.0,68,2,1,1,20.0,21,100,1.0,0.0,6.0,25.0
2020HU0738457,,93,2,1,1,17.0,21,300,6.0,0.0,,
2020HU0738509,,67,2,1,1,22.0,21,400,6.0,0.0,,
2020HU0738509,,77,2,1,1,16.0,21,400,6.0,0.0,,
2020HU0738591,,70,1,1,1,21.0,21,2500,6.0,0.0,,
2020HU0738620,6700.0,31,1,1,1,16.0,21,1706,1.0,70000.0,1.0,40.0
2020HU0738620,9640.0,31,2,1,1,16.0,21,1706,1.0,27000.0,1.0,36.0
2020HU0738620,,8,1,1,1,4.0,21,1706,,,,
2020HU0738620,,5,2,1,1,1.0,21,1706,,,,
2020HU0738763,,67,2,1,1,20.0,21,2500,6.0,0.0,,
2020HU0738763,7330.0,66,1,1,1,16.0,21,2500,1.0,23000.0,1.0,45.0
2020HU0738777,4230.0,61,2,1,1,16.0,21,1500,6.0,0.0,1.0,
2020HU0738777,,18,2,1,1,16.0,21,1500,6.0,0.0,,
2020HU0738777,,14,2,1,1,11.0,21,1500,,,,
2020HU0738786,3500.0,31,2,1,1,19.0,21,1200,1.0,44000.0,5.0,40.0
2020HU0738786,8140.0,28,1,1,1,19.0,21,1200,1.0,49000.0,1.0,40.0
2020HU0738786,,0,1,1,1,,21,1200,,,,
2020HU0738856,,77,2,1,1,12.0,21,2700,6.0,0.0,,
2020HU0738856,,53,1,1,1,16.0,21,2700,6.0,0.0,,
2020HU0739033,2545.0,49,2,1,1,18.0,21,2700,1.0,11000.0,2.0,40.0
2020HU0739084,850.0,53,1,1,1,19.0,21,1902,1.0,410000.0,7.0,40.0
2020HU0739084,4760.0,47,2,6,1,16.0,21,1902,1.0,500.0,1.0,40.0
2020HU0739084,3424.0,23,2,9,1,21.0,21,1902,1.0,9600.0,7.0,35.0
2020HU0739084,3960.0,21,1,9,1,19.0,21,1902,6.0,0.0,3.0,
2020HU0739144,726.0,45,2,1,1,21.0,21,500,1.0,65000.0,4.0,40.0
2020HU0739144,800.0,44,1,1,1,22.0,21,500,1.0,0.0,6.0,70.0
2020HU0739144,2180.0,17,1,1,1,14.0,21,500,1.0,400.0,1.0,10.0
2020HU0739144,,14,2,1,1,10.0,21,500,,,,
2020HU0739144,,8,2,1,1,5.0,21,500,,,,
2020HU0739201,,65,2,1,1,16.0,21,900,6.0,0.0,,
2020HU0739201,7720.0,68,1,1,1,19.0,21,900,6.0,0.0,1.0,
2020HU0739203,,62,2,1,1,18.0,21,2400,6.0,0.0,,
2020HU0739203,6220.0,64,1,1,1,16.0,21,2400,1.0,60000.0,3.0,40.0
2020HU0739216,4840.0,34,2,1,1,19.0,21,2000,1.0,54000.0,1.0,40.0
2020HU0739216,1555.0,41,1,1,1,19.0,21,2000,1.0,100000.0,1.0,45.0
2020HU0739216,,13,1,1,1,9.0,21,2000,,,,
2020HU0739216,,11,1,1,1,7.0,21,2000,,,,
2020HU0739216,,14,2,1,1,10.0,21,2000,,,,
2020HU0739233,1006.0,51,1,6,1,22.0,21,2000,1.0,80000.0,1.0,40.0
2020HU0739233,1220.0,50,2,6,1,22.0,21,2000,1.0,51000.0,4.0,37.0
2020HU0739233,1420.0,22,1,6,1,21.0,21,2000,1.0,37000.0,4.0,37.0
2020HU0739233,7200.0,20,1,6,1,20.0,21,2000,1.0,40000.0,1.0,40.0
2020HU0739332,,62,1,1,1,15.0,21,2600,6.0,0.0,,
2020HU0739895,5240.0,56,2,1,1,20.0,21,1704,1.0,52000.0,5.0,40.0
2020HU0740085,,56,1,6,1,16.0,21,1705,6.0,0.0,,
2020HU0740085,4720.0,47,2,6,1,21.0,21,1705,1.0,8000.0,1.0,20.0
2020HU0740085,3649.0,23,1,6,1,15.0,21,1705,1.0,10000.0,2.0,40.0
2020HU0740085,3300.0,20,2,6,1,15.0,21,1705,1.0,31000.0,1.0,36.0
2020HU0740089,,55,2,1,1,16.0,21,2300,6.0,0.0,,
2020HU0740089,8740.0,63,1,1,1,18.0,21,2300,1.0,130000.0,1.0,60.0
2020HU0740223,,73,1,1,1,12.0,21,1600,6.0,0.0,,
2020HU0740223,5510.0,57,2,1,1,12.0,21,1600,1.0,43000.0,1.0,40.0
2020HU0740223,,7,1,2,1,2.0,21,1600,,,,
2020HU0740268,9510.0,63,1,2,1,19.0,21,1705,6.0,0.0,1.0,
2020HU0740347,4110.0,46,2,1,1,17.0,21,500,1.0,19100.0,1.0,32.0
2020HU0740347,,17,1,9,3,13.0,21,500,6.0,0.0,,
2020HU0740360,960.0,28,2,1,1,19.0,21,100,1.0,5000.0,1.0,30.0
2020HU0740360,,9,1,1,1,6.0,21,100,,,,
2020HU0740360,,6,1,1,1,3.0,21,100,,,,
2020HU0740531,4621.0,58,2,9,1,22.0,21,1702,1.0,25000.0,2.0,25.0
2020HU0740531,2025.0,72,1,1,1,21.0,21,1702,6.0,0.0,4.0,
2020HU0740585,800.0,53,1,2,1,22.0,21,1300,1.0,33600.0,2.0,40.0
2020HU0740585,2545.0,55,2,2,1,22.0,21,1300,1.0,23000.0,3.0,40.0
2020HU0740585,4760.0,16,2,2,1,13.0,21,1300,1.0,7000.0,1.0,25.0
2020HU0740803,,69,2,1,1,18.0,21,1703,6.0,0.0,,
2020HU0740861,4810.0,47,1,1,1,21.0,21,2700,1.0,150000.0,7.0,35.0
2020HU0740861,136.0,45,2,1,1,22.0,21,2700,1.0,80000.0,1.0,40.0
2020HU0740861,,13,1,1,1,11.0,21,2700,,,,
2020HU0740886,205.0,63,1,1,1,16.0,21,1200,1.0,0.0,6.0,80.0
2020HU0740886,800.0,56,2,1,1,21.0,21,1200,1.0,51000.0,4.0,40.0
2020HU0741014,10.0,72,1,1,1,21.0,21,1701,6.0,0.0,1.0,
2020HU0741014,,58,2,1,1,20.0,21,1701,6.0,0.0,,
2020HU0741014,,93,2,1,1,21.0,21,1701,6.0,0.0,,
2020HU0741044,9620.0,26,1,8,2,16.0,21,1901,1.0,20000.0,1.0,35.0
2020HU0741044,6355.0,21,2,1,1,16.0,21,1901,1.0,75000.0,1.0,40.0
2020HU0741129,,63,1,9,1,18.0,21,2000,6.0,0.0,,
2020HU0741186,,83,1,1,1,10.0,21,2100,6.0,0.0,,
2020HU0741222,5740.0,67,2,1,1,16.0,21,2300,6.0,0.0,4.0,
2020HU0741222,,69,1,1,1,11.0,21,2300,6.0,0.0,,
2020HU0741239,4720.0,69,2,1,1,19.0,21,2500,1.0,10500.0,1.0,20.0
2020HU0741272,4220.0,29,1,1,1,17.0,21,1901,1.0,22000.0,1.0,41.0
2020HU0741279,,68,2,1,1,20.0,21,1902,6.0,0.0,,
2020HU0741279,,93,2,1,1,11.0,21,1902,6.0,0.0,,
2020HU0741408,,87,2,1,1,16.0,21,1903,6.0,0.0,,
2020HU0741408,,1,2,2,1,,21,1903,,,,
2020HU0741435,440.0,38,1,1,1,16.0,21,2000,1.0,0.0,6.0,30.0
2020HU0741435,,14,2,1,1,10.0,21,2000,,,,
2020HU0741435,,14,2,1,1,10.0,21,2000,,,,
2020HU0741435,,62,2,1,1,17.0,21,2000,6.0,0.0,,
2020HU0741458,4720.0,54,2,1,1,14.0,21,300,1.0,17000.0,1.0,37.0
2020HU0741525,6200.0,37,1,9,1,18.0,21,1200,1.0,190000.0,1.0,80.0
2020HU0741525,,31,2,1,1,16.0,21,1200,6.0,0.0,,
2020HU0741525,,9,1,1,1,6.0,21,1200,,,,
2020HU0741525,,5,1,1,1,3.0,21,1200,,,,
2020HU0741582,7040.0,64,1,1,1,16.0,21,1000,1.0,78000.0,1.0,40.0
2020HU0741582,,67,2,1,1,16.0,21,1000,6.0,0.0,,
2020HU0741615,5740.0,56,2,1,1,16.0,21,1000,1.0,35000.0,2.0,48.0
2020HU0741615,4710.0,55,1,1,1,16.0,21,1000,1.0,0.0,6.0,50.0
2020HU0741642,5740.0,69,2,1,1,18.0,21,1702,1.0,60000.0,1.0,40.0
2020HU0741697,,68,1,1,1,18.0,21,2100,6.0,0.0,,
2020HU0741697,3603.0,66,2,1,1,18.0,21,2100,6.0,0.0,1.0,
2020HU0741783,3603.0,76,2,1,1,16.0,21,600,1.0,15200.0,1.0,32.0
2020HU0741787,,64,2,1,1,17.0,21,1500,6.0,0.0,,
2020HU0741787,1460.0,60,1,1,1,20.0,21,1500,1.0,40000.0,1.0,45.0
2020HU0741826,110.0,33,1,1,1,19.0,21,2400,1.0,60000.0,1.0,50.0
2020HU0741826,3421.0,21,2,1,1,16.0,21,2400,1.0,10000.0,1.0,8.0
2020HU0741826,,2,2,1,1,,21,2400,,,,
2020HU0741826,,0,2,1,1,,21,2400,,,,
2020HU0742157,5240.0,62,2,1,1,20.0,21,2800,1.0,42300.0,7.0,42.0
2020HU0742182,4720.0,82,2,1,1,16.0,21,400,6.0,0.0,1.0,
2020HU0742182,9610.0,52,1,1,1,16.0,21,400,6.0,0.0,1.0,
2020HU0742196,4120.0,31,2,1,1,19.0,21,600,1.0,17000.0,2.0,74.0
2020HU0742196,,8,1,1,1,6.0,21,600,,,,
2020HU0742231,8255.0,43,1,1,1,17.0,21,400,1.0,30200.0,1.0,48.0
2020HU0742231,8255.0,37,2,1,1,19.0,21,400,1.0,27000.0,1.0,48.0
2020HU0742231,,14,2,1,1,10.0,21,400,,,,
2020HU0742231,,5,1,1,1,1.0,21,400,,,,
2020HU0742259,5120.0,69,2,1,1,16.0,21,200,6.0,0.0,3.0,
2020HU0742259,7150.0,49,1,1,1,16.0,21,200,1.0,65000.0,1.0,70.0
2020HU0742259,7610.0,46,1,1,1,16.0,21,200,3.0,7200.0,1.0,32.0
2020HU0742399,6520.0,55,1,1,1,16.0,21,600,1.0,49300.0,1.0,40.0
2020HU0742399,5910.0,51,2,1,1,19.0,21,600,1.0,5600.0,1.0,6.0
2020HU0742399,,14,1,1,1,11.0,21,600,,,,
2020HU0742399,,12,1,1,1,9.0,21,600,,,,
2020HU0742399,,10,1,1,1,7.0,21,600,,,,
2020HU0742399,,4,2,1,1,1.0,21,600,,,,
2020HU0742468,5940.0,41,2,2,1,21.0,21,1701,1.0,28000.0,3.0,40.0
2020HU0742468,,9,2,2,1,6.0,21,1701,,,,
2020HU0742479,7200.0,51,1,1,1,16.0,21,1200,6.0,0.0,6.0,
2020HU0742479,4020.0,16,2,1,1,13.0,21,1200,1.0,1300.0,1.0,30.0
2020HU0742649,2040.0,58,1,1,1,21.0,21,400,1.0,36000.0,2.0,40.0
2020HU0742649,3255.0,55,2,1,1,22.0,21,400,1.0,45000.0,2.0,40.0
2020HU0742676,5740.0,39,2,1,1,18.0,21,1704,1.0,50000.0,1.0,40.0
2020HU0742676,,10,2,1,1,8.0,21,1704,,,,
2020HU0742676,,9,2,1,1,6.0,21,1704,,,,
2020HU0742676,205.0,67,1,1,1,21.0,21,1704,1.0,0.0,6.0,10.0
2020HU0742676,,62,2,1,1,21.0,21,1704,6.0,0.0,,
2020HU0742775,800.0,26,2,1,1,21.0,21,1703,1.0,80000.0,1.0,40.0
2020HU0742775,4110.0,26,2,1,1,19.0,21,1703,3.0,20000.0,1.0,20.0
2020HU0742877,2145.0,44,2,1,1,18.0,21,1705,1.0,92000.0,1.0,45.0
2020HU0742877,9130.0,49,1,2,1,19.0,21,1705,1.0,35000.0,1.0,45.0
2020HU0742877,4110.0,23,2,9,1,23.0,21,1705,6.0,10000.0,1.0,40.0
2020HU0743032,4600.0,71,2,1,1,13.0,21,200,6.0,0.0,1.0,
2020HU0743121,2310.0,35,2,1,1,22.0,21,100,1.0,47000.0,4.0,40.0
2020HU0743121,8640.0,35,1,1,1,21.0,21,100,1.0,100000.0,1.0,40.0
2020HU0743121,,5,2,1,1,2.0,21,100,,,,
2020HU0743121,,3,2,1,1,1.0,21,100,,,,
2020HU0743121,,13,2,1,1,10.0,21,100,,,,
2020HU0743163,1410.0,60,1,1,1,22.0,21,400,1.0,120000.0,1.0,50.0
2020HU0743234,4220.0,67,1,1,1,16.0,21,1200,1.0,25000.0,4.0,38.0
