education_required,mean_annual_wage,percent_change,occupation,job_type
Postsecondary nondegree award,61693.0,8.6538,492022,Both
Associate degree,,11.1635,492091,High-Demand
Postsecondary nondegree award,65149.0,3.1746,492094,High-Wage
Postsecondary nondegree award,56706.0,3.8462,492095,High-Wage
High school diploma or equivalent,55922.0,8.0,492098,Both
Postsecondary nondegree award,80373.0,11.7112,493011,Both
High school diploma or equivalent,50679.0,3.1646,493021,High-Wage
High school diploma or equivalent,58105.0,5.87,493031,Both
High school diploma or equivalent,62657.0,6.9869,493042,Both
Postsecondary nondegree award,,5.5556,493052,High-Demand
High school diploma or equivalent,72618.0,4.2553,499012,High-Wage
Postsecondary nondegree award,55760.0,6.2278,499021,Both
High school diploma or equivalent,63578.0,20.8983,499041,Both
High school diploma or equivalent,60111.0,12.5581,499043,Both
High school diploma or equivalent,79296.0,8.5603,499051,Both
High school diploma or equivalent,61687.0,16.0,499052,Both
Associate degree,55621.0,21.2903,499062,Both
High school diploma or equivalent,51401.0,8.5264,499071,Both
High school diploma or equivalent,61863.0,7.2046,499099,Both
High school diploma or equivalent,73915.0,6.1386,511011,Both
High school diploma or equivalent,50269.0,-11.4286,512021,High-Wage
High school diploma or equivalent,46680.0,7.8431,512028,High-Demand
No formal educational credential,36267.0,10.1695,513011,High-Demand
High school diploma or equivalent,48316.0,11.5681,513092,High-Demand
High school diploma or equivalent,56191.0,1.1834,514021,High-Wage
High school diploma or equivalent,54840.0,8.0808,514041,Both
High school diploma or equivalent,47534.0,6.7834,514081,High-Demand
Postsecondary nondegree award,63953.0,0.0,514111,High-Wage
High school diploma or equivalent,52601.0,7.6923,514121,Both
High school diploma or equivalent,44253.0,6.6667,516093,High-Demand
High school diploma or equivalent,78757.0,-2.381,518013,High-Wage
High school diploma or equivalent,50291.0,-5.1613,518031,High-Wage
High school diploma or equivalent,62172.0,-2.994,519011,High-Wage
High school diploma or equivalent,50223.0,9.0,519023,Both
High school diploma or equivalent,45569.0,6.7797,519032,High-Demand
High school diploma or equivalent,50849.0,1.2987,519041,High-Wage
High school diploma or equivalent,42963.0,8.7197,519111,High-Demand
High school diploma or equivalent,54060.0,6.6667,519124,Both
High school diploma or equivalent,55907.0,-3.0651,519161,High-Wage
Postsecondary nondegree award,,25.0,519162,High-Demand
High school diploma or equivalent,,10.5263,519194,High-Demand
High school diploma or equivalent,40384.0,5.8946,519199,High-Demand
Not reported,54269.0,10.6236,530000,Both
High school diploma or equivalent,58448.0,12.9032,531041,Both
High school diploma or equivalent,64432.0,12.5,531047,Both
Postsecondary nondegree award,237044.0,6.7485,532012,Both
High school diploma or equivalent,39019.0,16.7636,533031,High-Demand
Postsecondary nondegree award,60390.0,11.4993,533032,Both
High school diploma or equivalent,53140.0,17.328,533033,Both
High school diploma or equivalent,37749.0,20.5479,533052,High-Demand
No formal educational credential,30584.0,19.6721,533053,High-Demand
Postsecondary nondegree award,98642.0,4.1667,535021,High-Wage
High school diploma or equivalent,103701.0,4.6512,536051,High-Wage
No formal educational credential,43602.0,8.6957,537011,High-Demand
High school diploma or equivalent,50393.0,5.6338,537021,Both
No formal educational credential,52132.0,7.381,537051,Both
No formal educational credential,35618.0,7.3529,537061,High-Demand
No formal educational credential,41757.0,11.9311,537062,High-Demand
No formal educational credential,46758.0,19.5767,537063,High-Demand
No formal educational credential,36771.0,6.7729,537064,High-Demand
High school diploma or equivalent,43118.0,8.2002,537065,High-Demand
No formal educational credential,54349.0,13.1148,537199,Both
Not reported,48456.0,5.6721,000000,High-Demand
Not reported,98198.0,8.4589,110000,Both
Bachelor's degree,209501.0,-6.1224,111011,High-Wage
Bachelor's degree,86797.0,7.8272,111021,Both
Bachelor's degree,124946.0,6.1728,112021,Both
Bachelor's degree,129546.0,6.25,112022,Both
Bachelor's degree,107999.0,0.0,112032,High-Wage
Bachelor's degree,115275.0,7.2727,113012,Both
Bachelor's degree,100260.0,5.1282,113013,Both
Bachelor's degree,124918.0,16.6667,113021,Both
Bachelor's degree,123611.0,15.0183,113031,Both
Bachelor's degree,119185.0,11.0048,113051,Both
Bachelor's degree,111590.0,12.5,113061,Both
High school diploma or equivalent,84146.0,7.483,113071,Both
Bachelor's degree,109893.0,2.6316,113121,High-Wage
Bachelor's degree,103570.0,11.7647,119021,Both
Master's degree,87482.0,2.4138,119032,High-Wage
Master's degree,121039.0,5.1724,119033,Both
Bachelor's degree,,6.25,119039,High-Demand
Bachelor's degree,133783.0,11.4754,119041,Both
High school diploma or equivalent,63094.0,11.5385,119051,Both
Bachelor's degree,60807.0,9.0909,119072,Both
Bachelor's degree,100474.0,27.833,119111,Both
Bachelor's degree,149586.0,9.0909,119121,Both
High school diploma or equivalent,92715.0,0.0,119131,High-Wage
Bachelor's degree,64142.0,5.1724,119151,Both
Associate degree,50990.0,3.0928,119171,High-Wage
Bachelor's degree,111086.0,4.5082,119199,High-Wage
Not reported,68164.0,5.6928,130000,Both
Bachelor's degree,63038.0,-1.3514,131020,High-Wage
High school diploma or equivalent,65816.0,-3.8095,131031,High-Wage
Bachelor's degree,58292.0,4.5685,131041,High-Wage
Bachelor's degree,61997.0,2.0619,131051,High-Wage
Bachelor's degree,63219.0,6.7797,131071,Both
Bachelor's degree,69520.0,25.0,131081,Both
Bachelor's degree,86281.0,5.4839,131082,Both
Bachelor's degree,88657.0,8.5714,131111,Both
Bachelor's degree,44430.0,6.4516,131121,High-Demand
Bachelor's degree,50324.0,4.1667,131131,High-Wage
Bachelor's degree,55433.0,6.5217,131141,Both
Bachelor's degree,61336.0,7.1038,131151,Both
Bachelor's degree,57663.0,11.9355,131161,Both
Bachelor's degree,70000.0,4.9419,131199,High-Wage
Bachelor's degree,73236.0,4.91,132011,High-Wage
Bachelor's degree,45884.0,8.3333,132020,High-Demand
Bachelor's degree,65800.0,0.0,132031,High-Wage
Bachelor's degree,85053.0,-4.4444,132041,High-Wage
Bachelor's degree,80121.0,8.8608,132051,Both
Bachelor's degree,96637.0,13.8298,132052,Both
Bachelor's degree,72844.0,3.5714,132054,High-Wage
Bachelor's degree,56310.0,25.0,132061,Both
Bachelor's degree,39785.0,6.8966,132071,High-Demand
Bachelor's degree,70215.0,1.3953,132072,High-Wage
Bachelor's degree,46943.0,6.4516,132081,High-Demand
Not reported,75808.0,9.3197,150000,Both
Bachelor's degree,83479.0,6.4815,151211,Both
Bachelor's degree,85416.0,27.2727,151212,Both
Associate degree,61922.0,2.8571,151231,High-Wage
"Some college, no degree",52043.0,3.861,151232,High-Wage
Bachelor's degree,102676.0,0.0,151241,High-Wage
Bachelor's degree,72269.0,3.4483,151242,High-Wage
Bachelor's degree,77136.0,3.9474,151244,High-Wage
Bachelor's degree,98138.0,19.6581,151252,Both
Bachelor's degree,57802.0,10.5263,151254,Both
Bachelor's degree,55500.0,15.3846,151255,Both
Bachelor's degree,88615.0,8.9552,151299,Both
Bachelor's degree,,17.7778,152031,High-Demand
Bachelor's degree,94779.0,43.2432,152051,Both
Not reported,76298.0,11.3048,170000,Both
Bachelor's degree,63293.0,3.8462,171021,High-Wage
Bachelor's degree,82238.0,2.9197,172051,High-Wage
Bachelor's degree,93453.0,7.1429,172071,Both
Bachelor's degree,86603.0,14.2857,172072,Both
Bachelor's degree,110133.0,9.0909,172081,Both
Bachelor's degree,94148.0,0.0,172111,High-Wage
Bachelor's degree,88996.0,22.5296,172112,Both
Bachelor's degree,96442.0,15.3846,172131,Both
Bachelor's degree,95132.0,19.2308,172141,Both
Bachelor's degree,61328.0,9.0909,172199,Both
Associate degree,77488.0,-4.1667,173013,High-Wage
Associate degree,57041.0,-5.7143,173019,High-Wage
Associate degree,67082.0,5.7143,173023,Both
Associate degree,58629.0,11.0294,173026,Both
Associate degree,64067.0,4.3478,173027,High-Wage
Not reported,67852.0,8.1803,190000,Both
Bachelor's degree,75722.0,0.0,191029,High-Wage
Bachelor's degree,,5.8824,192031,High-Demand
Bachelor's degree,56592.0,3.2258,192041,High-Wage
Doctoral or professional degree,105319.0,12.5,193033,Both
Master's degree,64078.0,0.0,193034,High-Wage
Master's degree,61190.0,10.0,193051,Both
Associate degree,,5.8824,194013,High-Demand
Associate degree,56904.0,7.4074,194031,Both
Associate degree,46327.0,8.8608,194099,High-Demand
Bachelor's degree,69828.0,20.5357,195011,Both
High school diploma or equivalent,52055.0,10.0,195012,Both
Not reported,47704.0,8.4699,210000,High-Demand
Master's degree,55234.0,5.6106,211012,Both
Master's degree,,20.5128,211013,High-Demand
Master's degree,41004.0,11.4583,211015,High-Demand
Bachelor's degree,54627.0,19.1223,211018,Both
Master's degree,56418.0,5.0,211022,Both
Master's degree,45657.0,11.3636,211023,High-Demand
Bachelor's degree,45511.0,5.0,211029,High-Demand
Bachelor's degree,56370.0,10.3448,211091,Both
High school diploma or equivalent,35965.0,8.4691,211093,High-Demand
High school diploma or equivalent,57180.0,10.7143,211094,Both
Not reported,97957.0,4.8154,230000,High-Wage
Doctoral or professional degree,122807.0,5.6995,231011,Both
Doctoral or professional degree,127925.0,0.0,231023,High-Wage
Not reported,54657.0,3.09,250000,High-Wage
Doctoral or professional degree,115068.0,7.4074,251011,Both
Doctoral or professional degree,90071.0,4.878,251022,High-Wage
Doctoral or professional degree,,9.0909,251042,High-Demand
Doctoral or professional degree,,8.1081,251066,High-Demand
Doctoral or professional degree,114196.0,20.3125,251071,Both
Doctoral or professional degree,80158.0,20.0,251072,Both
Bachelor's degree,51975.0,0.0,251194,High-Wage
Doctoral or professional degree,83038.0,4.7794,251199,High-Wage
Bachelor's degree,54195.0,1.9355,252012,High-Wage
Bachelor's degree,52376.0,2.0619,252021,High-Wage
Bachelor's degree,54105.0,2.8235,252022,High-Wage
Bachelor's degree,56701.0,2.5346,252031,High-Wage
Bachelor's degree,53914.0,0.0,252032,High-Wage
Bachelor's degree,53027.0,1.083,252052,High-Wage
Bachelor's degree,53398.0,1.4925,252057,High-Wage
Bachelor's degree,55043.0,2.0134,252058,High-Wage
Bachelor's degree,,10.0,254013,High-Demand
Master's degree,60804.0,3.6765,254022,High-Wage
Master's degree,72836.0,4.3103,259031,High-Wage
High school diploma or equivalent,35261.0,6.6667,271026,High-Demand
Bachelor's degree,32711.0,10.5882,272022,High-Demand
High school diploma or equivalent,45360.0,12.5,272023,High-Demand
Bachelor's degree,59030.0,6.0,273031,Both
Bachelor's degree,52500.0,-8.8889,273041,High-Wage
Bachelor's degree,67598.0,2.8169,273043,High-Wage
Bachelor's degree,53543.0,0.0,273091,High-Wage
Not reported,76858.0,9.4005,290000,Both
Doctoral or professional degree,67476.0,10.2564,291011,Both
Doctoral or professional degree,186641.0,3.6036,291021,High-Wage
Bachelor's degree,64763.0,7.4627,291031,Both
Doctoral or professional degree,130416.0,5.3125,291051,Both
Master's degree,91996.0,25.4237,291071,Both
Master's degree,85276.0,16.8919,291122,Both
Doctoral or professional degree,91889.0,16.4557,291123,Both
Associate degree,57060.0,13.2948,291126,Both
Master's degree,79904.0,23.2955,291127,Both
Bachelor's degree,82357.0,7.3171,291129,Both
Doctoral or professional degree,88406.0,21.1268,291131,Both
Bachelor's degree,72933.0,5.3339,291141,Both
Master's degree,107122.0,47.1311,291171,Both
Doctoral or professional degree,252664.0,0.0,291211,High-Wage
Doctoral or professional degree,587463.0,2.8571,291212,High-Wage
Doctoral or professional degree,314157.0,3.9216,291215,High-Wage
Doctoral or professional degree,292677.0,5.2632,291216,Both
Doctoral or professional degree,299003.0,3.5088,291229,High-Wage
Doctoral or professional degree,270220.0,-4.7619,291249,High-Wage
Associate degree,70072.0,7.0064,291292,Both
Bachelor's degree,53455.0,4.3321,292010,High-Wage
Associate degree,75544.0,13.3333,292032,Both
Associate degree,85014.0,5.5556,292033,Both
Associate degree,58959.0,3.8462,292034,High-Wage
Associate degree,75196.0,3.125,292035,High-Wage
Postsecondary nondegree award,36894.0,6.7633,292042,High-Demand
Postsecondary nondegree award,49137.0,6.701,292043,High-Demand
Associate degree,30258.0,8.3333,292051,High-Demand
High school diploma or equivalent,37045.0,14.5646,292052,High-Demand
Postsecondary nondegree award,48560.0,5.0847,292055,High-Demand
Associate degree,32187.0,21.6981,292056,High-Demand
Postsecondary nondegree award,33624.0,12.766,292057,High-Demand
Postsecondary nondegree award,53897.0,3.9252,292061,High-Wage
Postsecondary nondegree award,44990.0,7.6923,292072,High-Demand
High school diploma or equivalent,41851.0,6.1856,292081,High-Demand
Postsecondary nondegree award,60910.0,6.0606,292099,Both
Associate degree,59489.0,18.1818,299021,Both
Master's degree,50592.0,17.6471,299091,Both
Not reported,35534.0,13.2984,310000,High-Demand
High school diploma or equivalent,33637.0,22.3596,311120,High-Demand
Associate degree,65783.0,21.4286,312011,Both
Associate degree,61632.0,22.619,312021,Both
Postsecondary nondegree award,37855.0,6.3291,319091,High-Demand
Postsecondary nondegree award,34739.0,12.8095,319092,High-Demand
High school diploma or equivalent,29986.0,22.0779,319096,High-Demand
Postsecondary nondegree award,35029.0,6.25,319097,High-Demand
High school diploma or equivalent,38884.0,8.1633,319099,High-Demand
High school diploma or equivalent,54032.0,0.0,331011,High-Wage
High school diploma or equivalent,66762.0,5.0,331012,Both
Postsecondary nondegree award,54374.0,6.8182,331021,Both
High school diploma or equivalent,77119.0,3.3333,333021,High-Wage
High school diploma or equivalent,44745.0,5.8427,333051,High-Demand
High school diploma or equivalent,36150.0,6.8966,339011,High-Demand
No formal educational credential,23152.0,13.6364,339092,High-Demand
High school diploma or equivalent,37488.0,5.618,339099,High-Demand
Not reported,27388.0,10.6789,350000,High-Demand
High school diploma or equivalent,53870.0,16.3265,351011,Both
High school diploma or equivalent,35934.0,18.27,351012,High-Demand
No formal educational credential,29162.0,37.6931,352014,High-Demand
No formal educational credential,28807.0,8.6957,352015,High-Demand
No formal educational credential,30635.0,13.7809,353011,High-Demand
No formal educational credential,24464.0,15.8816,353023,High-Demand
No formal educational credential,27576.0,9.6491,353031,High-Demand
No formal educational credential,28869.0,10.9375,353041,High-Demand
No formal educational credential,26552.0,19.1304,359011,High-Demand
No formal educational credential,26355.0,9.9631,359021,High-Demand
No formal educational credential,23672.0,14.3275,359031,High-Demand
No formal educational credential,26313.0,19.2308,359099,High-Demand
No formal educational credential,27108.0,6.0049,372012,High-Demand
No formal educational credential,32294.0,6.26,373011,High-Demand
Not reported,30351.0,6.7424,390000,High-Demand
High school diploma or equivalent,38597.0,6.3063,391022,High-Demand
No formal educational credential,23388.0,8.5427,393091,High-Demand
Associate degree,46392.0,7.4074,394031,High-Demand
Postsecondary nondegree award,46197.0,9.6591,395012,High-Demand
Postsecondary nondegree award,44846.0,13.9535,395094,High-Demand
High school diploma or equivalent,33438.0,7.1429,397010,High-Demand
High school diploma or equivalent,36378.0,18.3036,399031,High-Demand
High school diploma or equivalent,27960.0,6.6351,399032,High-Demand
High school diploma or equivalent,79883.0,-2.2989,411012,High-Wage
High school diploma or equivalent,62655.0,7.3059,413021,Both
Bachelor's degree,65407.0,6.1983,413031,Both
High school diploma or equivalent,62929.0,3.25,413091,High-Wage
Bachelor's degree,96734.0,5.4054,414011,Both
High school diploma or equivalent,73163.0,5.2144,414012,Both
High school diploma or equivalent,57968.0,1.9231,419021,High-Wage
High school diploma or equivalent,46292.0,7.6087,419099,High-Demand
High school diploma or equivalent,24537.0,6.6079,434081,High-Demand
High school diploma or equivalent,45964.0,12.5,435011,High-Demand
No formal educational credential,59606.0,-2.5641,435051,High-Wage
No formal educational credential,56475.0,-3.1792,435052,High-Wage
No formal educational credential,62488.0,-9.5238,435053,High-Wage
High school diploma or equivalent,55960.0,8.7977,435061,Both
High school diploma or equivalent,41814.0,6.6667,435111,High-Demand
High school diploma or equivalent,57195.0,-17.6471,436011,High-Wage
High school diploma or equivalent,35807.0,6.5134,436013,High-Demand
High school diploma or equivalent,56276.0,8.6957,451011,Both
No formal educational credential,,12.1212,452091,High-Demand
Not reported,50047.0,7.1429,470000,Both
High school diploma or equivalent,66698.0,6.9959,471011,Both
High school diploma or equivalent,49341.0,6.9324,472031,High-Demand
No formal educational credential,51149.0,-1.7751,472051,High-Wage
No formal educational credential,40702.0,10.1754,472061,High-Demand
High school diploma or equivalent,56502.0,7.5472,472073,Both
High school diploma or equivalent,56725.0,11.2633,472111,Both
No formal educational credential,40582.0,5.6872,472141,High-Demand
High school diploma or equivalent,59571.0,4.5161,472152,High-Wage
High school diploma or equivalent,43881.0,6.9444,472211,High-Demand
High school diploma or equivalent,,5.0,472221,High-Demand
High school diploma or equivalent,55580.0,-1.1494,474011,High-Wage
High school diploma or equivalent,34835.0,11.2821,474051,High-Demand
Not reported,51731.0,8.9884,490000,Both
High school diploma or equivalent,69444.0,5.5675,491011,Both
Postsecondary nondegree award,58331.0,4.5113,492022,High-Wage
Postsecondary nondegree award,62224.0,2.439,492094,High-Wage
High school diploma or equivalent,45372.0,11.9403,493041,High-Demand
High school diploma or equivalent,52137.0,11.0526,493042,Both
High school diploma or equivalent,42587.0,12.5,493092,High-Demand
Postsecondary nondegree award,49194.0,7.5758,499021,High-Demand
High school diploma or equivalent,59870.0,23.7194,499041,Both
High school diploma or equivalent,55116.0,11.3971,499043,Both
High school diploma or equivalent,63842.0,11.4754,499044,Both
High school diploma or equivalent,73909.0,5.7471,499051,Both
High school diploma or equivalent,54344.0,4.0,499052,High-Wage
Associate degree,45862.0,17.0732,499062,High-Demand
High school diploma or equivalent,46628.0,7.8137,499071,High-Demand
High school diploma or equivalent,32424.0,5.5556,499098,High-Demand
Not reported,44917.0,5.0444,510000,High-Demand
High school diploma or equivalent,64859.0,8.5735,511011,Both
High school diploma or equivalent,40024.0,9.7826,512028,High-Demand
High school diploma or equivalent,44856.0,6.429,512090,High-Demand
No formal educational credential,39429.0,11.1111,513011,High-Demand
High school diploma or equivalent,,8.7748,513092,High-Demand
High school diploma or equivalent,50183.0,12.3457,514041,Both
High school diploma or equivalent,45586.0,5.6773,514072,High-Demand
High school diploma or equivalent,44290.0,10.3679,514081,High-Demand
Postsecondary nondegree award,57177.0,1.1407,514111,High-Wage
High school diploma or equivalent,47375.0,14.0385,514121,High-Demand
High school diploma or equivalent,40444.0,16.3265,517011,High-Demand
High school diploma or equivalent,,5.7471,517042,High-Demand
High school diploma or equivalent,,6.25,518021,High-Demand
High school diploma or equivalent,43653.0,10.0,519012,High-Demand
High school diploma or equivalent,43296.0,6.7568,519041,High-Demand
High school diploma or equivalent,,7.6923,519051,High-Demand
High school diploma or equivalent,41746.0,5.9507,519061,High-Demand
High school diploma or equivalent,,6.8966,519081,High-Demand
High school diploma or equivalent,39435.0,7.0452,519111,High-Demand
High school diploma or equivalent,44544.0,9.0909,519124,High-Demand
Postsecondary nondegree award,54688.0,19.3548,519162,Both
Not reported,39126.0,8.5917,530000,High-Demand
High school diploma or equivalent,31560.0,18.0723,533031,High-Demand
Postsecondary nondegree award,50605.0,7.0087,533032,Both
High school diploma or equivalent,40848.0,14.8462,533033,High-Demand
High school diploma or equivalent,36687.0,5.3333,533052,High-Demand
No formal educational credential,29131.0,9.2199,533053,High-Demand
No formal educational credential,28863.0,8.0,533099,High-Demand
No formal educational credential,30069.0,13.3333,536021,High-Demand
High school diploma or equivalent,54369.0,11.1111,537021,Both
No formal educational credential,41333.0,6.8354,537051,High-Demand
No formal educational credential,30048.0,7.1066,537061,High-Demand
No formal educational credential,36282.0,8.5757,537062,High-Demand
No formal educational credential,37647.0,10.0,537063,High-Demand
No formal educational credential,36699.0,5.1034,537064,High-Demand
High school diploma or equivalent,34046.0,9.1717,537065,High-Demand
No formal educational credential,35786.0,8.6093,537081,High-Demand
Not reported,92277.0,2.3414,110000,High-Wage
Bachelor's degree,200939.0,-9.4203,111011,High-Wage
Bachelor's degree,84976.0,4.4776,111021,High-Wage
Bachelor's degree,96237.0,0.0,112021,High-Wage
Bachelor's degree,103447.0,2.0921,112022,High-Wage
Bachelor's degree,114495.0,8.6207,113012,Both
Bachelor's degree,80059.0,5.0,113013,Both
Bachelor's degree,112982.0,14.6341,113021,Both
Bachelor's degree,106202.0,14.0351,113031,Both
Bachelor's degree,86880.0,7.3298,113051,Both
High school diploma or equivalent,85199.0,5.6604,113071,Both
Bachelor's degree,100910.0,0.0,113121,High-Wage
Bachelor's degree,92034.0,6.3291,119021,Both
Master's degree,80836.0,2.8986,119032,High-Wage
Master's degree,97624.0,4.0,119033,High-Wage
Bachelor's degree,,9.5238,119039,High-Demand
Bachelor's degree,125041.0,0.0,119041,High-Wage
High school diploma or equivalent,59208.0,7.7922,119051,Both
Bachelor's degree,108367.0,29.1954,119111,Both
High school diploma or equivalent,90686.0,-6.25,119131,High-Wage
High school diploma or equivalent,47862.0,9.2105,119141,High-Demand
Bachelor's degree,60678.0,9.0909,119151,Both
Associate degree,51542.0,5.9829,119171,Both
Bachelor's degree,110265.0,2.0833,119199,High-Wage
Not reported,65373.0,2.6549,130000,High-Wage
Bachelor's degree,60938.0,-3.2895,131020,High-Wage
High school diploma or equivalent,74295.0,-7.8431,131031,High-Wage
Bachelor's degree,61243.0,6.5359,131041,Both
Bachelor's degree,74093.0,0.0,131051,High-Wage
Bachelor's degree,59417.0,4.6358,131071,High-Wage
Bachelor's degree,84743.0,2.4242,131082,High-Wage
Bachelor's degree,101987.0,3.8961,131111,High-Wage
Bachelor's degree,47812.0,9.0909,131141,High-Demand
Bachelor's degree,54595.0,3.9216,131151,High-Wage
Bachelor's degree,55125.0,12.2951,131161,Both
Bachelor's degree,63928.0,4.4304,131199,High-Wage
Bachelor's degree,69482.0,1.9774,132011,High-Wage
Bachelor's degree,69016.0,-7.1429,132041,High-Wage
Bachelor's degree,76689.0,2.9412,132051,High-Wage
Bachelor's degree,72211.0,11.1111,132052,Both
Bachelor's degree,,20.0,132061,High-Demand
Bachelor's degree,62384.0,-0.6944,132072,High-Wage
Bachelor's degree,57007.0,0.0,132081,High-Wage
Not reported,74919.0,5.6604,150000,Both
Bachelor's degree,80106.0,4.5455,151211,High-Wage
Bachelor's degree,92978.0,20.8333,151212,Both
Associate degree,73134.0,-1.5625,151231,High-Wage
"Some college, no degree",50815.0,2.0833,151232,High-Wage
Bachelor's degree,85898.0,0.0,151241,High-Wage
Bachelor's degree,68994.0,0.0,151242,High-Wage
Bachelor's degree,72747.0,-1.2821,151244,High-Wage
Bachelor's degree,87899.0,-15.7895,151251,High-Wage
Bachelor's degree,90405.0,19.0476,151252,Both
Bachelor's degree,71988.0,14.2857,151253,Both
Bachelor's degree,104997.0,5.8824,151255,Both
Bachelor's degree,61722.0,4.878,151299,High-Wage
Bachelor's degree,101375.0,25.0,152051,Both
Not reported,73229.0,4.3972,170000,High-Wage
Bachelor's degree,91508.0,1.5385,172051,High-Wage
Bachelor's degree,92454.0,3.7736,172071,High-Wage
Bachelor's degree,84963.0,15.8333,172112,Both
Bachelor's degree,86445.0,15.3846,172141,Both
Bachelor's degree,80586.0,0.0,172199,High-Wage
Associate degree,73001.0,7.6923,173023,Both
Associate degree,60841.0,6.5574,173026,Both
Not reported,61439.0,3.1792,190000,High-Wage
Bachelor's degree,69655.0,0.0,191031,High-Wage
Bachelor's degree,60575.0,0.0,191032,High-Wage
Bachelor's degree,61103.0,0.0,192041,High-Wage
Bachelor's degree,71155.0,0.0,193099,High-Wage
Bachelor's degree,57368.0,0.0,194061,High-Wage
Bachelor's degree,74858.0,17.0213,195011,Both
Not reported,45523.0,8.6081,210000,High-Demand
Master's degree,55446.0,6.9519,211012,Both
Master's degree,,18.1818,211013,High-Demand
Master's degree,48995.0,11.7647,211015,High-Demand
Bachelor's degree,46109.0,18.4783,211018,High-Demand
Master's degree,59038.0,10.5263,211022,Both
Master's degree,42452.0,10.8696,211023,High-Demand
Bachelor's degree,45591.0,7.1429,211029,High-Demand
Bachelor's degree,57570.0,13.6364,211091,Both
High school diploma or equivalent,35533.0,7.7694,211093,High-Demand
High school diploma or equivalent,39431.0,15.5556,211094,High-Demand
Bachelor's degree,,7.1429,212011,High-Demand
Not reported,82026.0,0.9375,230000,High-Wage
Doctoral or professional degree,94340.0,1.4151,231011,High-Wage
Not reported,50525.0,2.8884,250000,High-Wage
Doctoral or professional degree,84632.0,8.3333,251011,Both
Doctoral or professional degree,,9.0909,251021,High-Demand
Doctoral or professional degree,66110.0,3.8462,251022,High-Wage
Doctoral or professional degree,65905.0,11.7647,251042,Both
Doctoral or professional degree,65096.0,20.5882,251071,Both
Bachelor's degree,51094.0,0.8772,251194,High-Wage
Doctoral or professional degree,63633.0,5.5556,251199,Both
Associate degree,41471.0,5.4264,252011,High-Demand
Bachelor's degree,54349.0,1.8182,252012,High-Wage
Bachelor's degree,52723.0,2.3653,252021,High-Wage
Bachelor's degree,52910.0,2.4,252022,High-Wage
Bachelor's degree,55460.0,2.5,252031,High-Wage
Bachelor's degree,58893.0,3.0303,252032,High-Wage
Bachelor's degree,53495.0,1.8868,252052,High-Wage
Bachelor's degree,50235.0,1.3158,252057,High-Wage
Bachelor's degree,54923.0,1.1628,252058,High-Wage
Bachelor's degree,50591.0,-11.3208,253011,High-Wage
Bachelor's degree,55808.0,2.9703,253099,High-Wage
Master's degree,53955.0,4.2553,254022,High-Wage
High school diploma or equivalent,34481.0,6.25,271026,High-Demand
Bachelor's degree,43476.0,6.8966,272022,High-Demand
Bachelor's degree,59407.0,2.7778,273031,High-Wage
Not reported,87477.0,10.2142,290000,Both
Doctoral or professional degree,164366.0,3.6364,291021,High-Wage
Bachelor's degree,66508.0,8.3333,291031,Both
Doctoral or professional degree,135927.0,5.0,291041,Both
Doctoral or professional degree,130583.0,6.9264,291051,Both
Master's degree,95195.0,27.7228,291071,Both
Master's degree,88871.0,15.873,291122,Both
Doctoral or professional degree,90946.0,17.2414,291123,Both
Associate degree,61209.0,15.6028,291126,Both
Master's degree,81695.0,18.6441,291127,Both
Bachelor's degree,,11.1111,291129,High-Demand
Doctoral or professional degree,,14.5833,291131,High-Demand
Bachelor's degree,79096.0,7.7001,291141,Both
Master's degree,110727.0,45.1178,291171,Both
Doctoral or professional degree,262047.0,0.0,291211,High-Wage
Doctoral or professional degree,,6.25,291214,High-Demand
Doctoral or professional degree,258118.0,2.9126,291215,High-Wage
Doctoral or professional degree,235696.0,5.0,291216,Both
Doctoral or professional degree,323069.0,3.8462,291218,High-Wage
Doctoral or professional degree,224579.0,0.0,291221,High-Wage
Doctoral or professional degree,352879.0,4.918,291229,High-Wage
Doctoral or professional degree,289032.0,5.8824,291249,Both
Associate degree,70073.0,6.3158,291292,Both
Bachelor's degree,54400.0,6.4935,292010,Both
Associate degree,69330.0,17.6471,292032,Both
Associate degree,62744.0,6.6667,292034,Both
Postsecondary nondegree award,33243.0,6.25,292042,High-Demand
Postsecondary nondegree award,46439.0,5.5556,292043,High-Demand
High school diploma or equivalent,36727.0,9.6154,292052,High-Demand
Postsecondary nondegree award,45941.0,6.8966,292055,High-Demand
Associate degree,,15.8537,292056,High-Demand
Postsecondary nondegree award,50572.0,6.25,292061,Both
Postsecondary nondegree award,48797.0,9.2105,292072,High-Demand
Postsecondary nondegree award,52523.0,7.8431,292099,Both
Associate degree,56160.0,20.0,299021,Both
Not reported,33820.0,13.6019,310000,High-Demand
High school diploma or equivalent,31147.0,21.3855,311120,High-Demand
Associate degree,64144.0,24.0,312011,Both
Associate degree,58059.0,26.8293,312021,Both
Postsecondary nondegree award,36312.0,5.7143,319091,High-Demand
Postsecondary nondegree award,34452.0,14.0511,319092,High-Demand
Postsecondary nondegree award,37969.0,7.5,319097,High-Demand
High school diploma or equivalent,45603.0,12.2449,319099,High-Demand
High school diploma or equivalent,66439.0,3.0,331012,High-Wage
Postsecondary nondegree award,56089.0,2.6316,331021,High-Wage
High school diploma or equivalent,65160.0,4.7619,333021,High-Wage
Not reported,26489.0,5.7794,350000,High-Demand
High school diploma or equivalent,53803.0,11.2676,351011,Both
